station_id,x,y
31000,-2630.982028394743,-4323.512621788438
31001,-2638.813335202063,-4515.092354069943
31002,-2284.558322943482,-4606.930401212525
31003,-2308.148771781586,-4140.72707826278
31004,-3173.4950908272604,-4446.519945536637
31005,-3212.045241846323,-3952.598230176928
31006,-3508.5573294621877,-3818.570340770956
31007,-2473.7071065966,-4476.689433362749
31009,-2482.4578130600216,-5492.917088738203
31010,-2368.6765693374196,-6145.913433634542
31011,-2330.4996228661403,-4975.451437656579
31012,-2482.9389959136106,-5245.566615100968
31013,-2646.8223324131995,-4834.493105377716
31014,-4169.189148603291,-55.102828285707005
31015,-4282.93758484372,-357.3334925191697
31016,-4636.804123772981,-486.6859904333901
31017,-5348.258169372739,-680.6034184607712
31018,-4895.550496594409,-628.5061989909647
31019,-6005.178050395521,-958.6778933246632
31020,-5720.860343980842,-824.8726416089622
31021,-6083.115377944911,-1080.9059851580969
31022,-6255.215123105512,-1154.9330170971298
31023,-6487.404007703691,-1336.828009862491
31024,-6955.684337452492,-1672.2316899124346
31025,-7361.294805824601,-1540.6528150970785
31026,-6118.350248799631,-1455.6052175002717
31027,-4818.6860087709765,-293.43647547682417
31028,-5474.952402762795,-509.0610782831597
31029,-5512.843673967893,-98.73981553388728
31030,-5729.821132691905,-209.27942864031345
31031,-5032.064838614522,-809.2880033057584
31032,-5885.181114058505,-1892.420365364991
31033,-6770.147537564179,-5284.663024410554
31034,-7494.451105082283,-1689.931386270452
31035,-7353.4557712942715,-2384.1157038243546
31036,-8476.710496197149,-2108.3789247063387
31037,-7702.658475204281,-1866.3717556292968
31038,-8139.9694169130735,-1546.1074385028046
31039,-7363.579416077806,-1981.252803691672
31040,-6776.415356977439,-1468.7408412128593
31041,-1516.5299053546212,-10540.336159701374
31042,-1776.5905868826148,-10362.8939207367
31043,-1887.9539198214297,-9692.309198327086
31044,-2341.8162033371987,-10296.213932568726
31045,-2605.9612513646734,-10259.367394867113
31046,-2375.7837047349717,-9612.827542982326
31047,-2595.2219202602832,-9265.401427670364
31048,-3273.215818796542,-10246.574147019923
31049,-7887.675288765098,-1574.159787448572
31050,-5623.172082991364,-1430.3358396809242
31051,-4715.347145159489,-940.0876462063496
31052,-2397.8603134861874,-5988.397267929024
31053,-4978.330558289031,-3782.280397293834
31054,-6653.283308263348,-5047.64170865265
31055,-4021.79420879787,-5742.716576966848
31056,-4526.921780003816,-5547.352003953887
31057,-5465.394141819404,-5945.539512595608
31058,-6325.1950523300475,-4121.134961539431
31059,-6288.612723581445,-5616.035731331934
31060,-5779.5648782604185,-6177.08271024016
31061,-5377.445726423125,-5494.2529148790445
31062,-3835.4008240059984,-139.92778819224205
31063,-7119.586938167765,-5071.90921686696
31064,-1442.0390538905754,-3649.1430586481574
31065,-5466.51086396456,-1904.1088440919984
31066,-4284.628365131945,-3400.5680777156126
31067,-5522.586174710388,-3933.117432297528
31068,-7683.373491055542,-4618.730198785064
31069,-7368.509772695037,-2892.954144417242
31070,-5750.385268965106,-2677.774816990659
31071,-2721.9020553570567,-3902.5047499171947
31072,-6177.923519382058,-6685.1419189182825
31073,-5132.67341658938,-2737.4417179225875
31074,-6301.934568920051,-3160.5646478486437
31075,-4615.327366054648,-3488.6212841275287
31076,-5633.693925017277,-6403.839197549009
31077,-4196.091527884038,-878.3056872196086
31078,-7073.752685091698,-3157.8929955685467
31079,-5962.396216007198,-319.3737663661961
31080,-5023.2373402162775,-22.041131313966417
31081,-3293.978298374221,-10400.742328044142
31082,-3995.0677369671484,-10764.420994729333
31083,-2134.461945833657,-8466.911352331315
31084,-3527.744172105371,-10590.095683425303
31085,-3012.1547041318827,-8654.594925037416
31086,-3091.94864792549,-7999.3722032415235
31087,-2620.070575480832,-8557.970167559133
31088,-3202.7380341805597,-7206.00279477319
31089,-5365.713663128789,-801.2730464646756
31090,-2353.5626637230785,-3590.81198385707
31091,-3501.4696041361335,-4292.009388647019
31092,-7077.5192703903,-150.7257161589535
31093,-4803.655511274901,130.68832405506004
31094,-6433.6847403725815,-270.83874993678285
31095,-3921.3336791378906,-3969.6163649440628
31096,-5632.583312024215,-3527.694198729489
31097,-1840.119436452173,-9472.343160565591
31098,-3202.977652444904,-10104.41156259695
31099,-2305.7065461727652,-9386.961606433773
31100,-1735.284656080833,277.18392410359587
31101,-799.8820989751116,2230.607016540563
31102,-428.92484891046036,3523.6867203093425
31103,-1135.4390937110154,3149.8780387266734
31104,-1707.3762434280573,2795.7727927136757
31105,-808.1470002565214,3227.1333171718775
31106,-2145.3251794658845,2826.719431629812
31107,-1379.7769751705168,3794.859426781138
31108,435.06300640745945,-2350.1077966699477
31109,58.03875561149759,1969.2303684296523
31110,-1882.362757780742,1958.0984839271375
31111,-262.4706326389354,2158.472404966072
31112,-1774.6185104616818,3346.4671190349422
31113,-1802.6007941396542,2544.637478344983
31114,-1619.9365259724264,2337.5844266058048
31115,-80.1058961165534,3374.191707505921
31116,-1537.569412718039,2220.9222770228375
31117,-1068.0274477637759,2840.856924947436
31118,597.7036244864972,2205.448957565165
31119,-781.0670346867206,2589.721610578743
31120,-242.71491869602204,2513.245564049094
31121,-2353.98720139412,2869.0205927379434
31122,-1158.9332723089415,3460.1236598020096
31123,-823.3139626658171,3058.373948119104
31124,-810.2158349534978,3422.163933649827
31125,-1005.3013800123251,2364.690565368115
31126,-367.43705097227814,3097.5581815665946
31127,-2250.9703201658835,124.14651452321115
31128,-2373.1758978806724,834.1121057461444
31129,-910.6317190044888,-149.73790131117772
31130,60.22239463894543,1824.9788855982576
31131,-850.2844639197657,4073.713133559794
31200,-1865.1073615998866,1368.1086053136396
31201,-1001.6416887046757,1337.5515823548856
31203,-816.9135259411414,1201.1303377814577
31204,-1917.270644437982,-168.09145598274966
31205,-2042.7259812106386,322.91512354232174
31206,-1795.9931439988761,-290.5421855056642
31207,58.03491290342142,3015.6275116312195
31208,1661.0597938622689,-2394.4683564113134
31209,1487.7828964138257,-2617.106046454486
31211,-2833.000982424627,-57.55184287632349
31212,-2094.393320151142,858.8805487633692
31213,-1365.3326241855143,551.0282828562791
31214,-1371.3067196627298,1590.7462953568122
31215,-3145.6904913373305,496.2148835678463
31216,-763.7714170882605,202.82293562876006
31217,-465.43463430746266,-1283.8432972756757
31218,54.49834742825812,-1285.0647469276967
31219,-272.30548829993654,-532.3267168924343
31220,-2054.783100240468,-321.8227809568126
31221,-1638.1066826638657,807.8338760203944
31222,-908.2838184938292,136.05078453849475
31223,51.97857877547188,882.4244844852859
31224,-1696.4355896883283,660.2571677337631
31225,-3449.6932796672977,661.2339394276931
31226,-3926.6855770332395,2074.092720440081
31227,-602.2815962612653,275.29150373826326
31228,-18.713083837096207,210.3926170908813
31229,-1329.3469852904998,1973.9057599206133
31230,-433.0906763410017,61.67064014200078
31231,-757.8209312821701,-366.9069131905728
31232,58.83935351161514,-58.66232969907673
31233,-1338.6563166249935,473.21641018658136
31234,-1898.0420900104211,1235.0825855127032
31235,-1796.0298137374746,-613.3668360683042
31236,-4225.9721074027075,1105.3961310626798
31237,-2652.2426542615626,669.8054904940599
31238,-815.0661716391357,66.67998816797413
31239,-1466.8360433646837,911.2393670264918
31240,-2053.4663687098687,-1523.9549883433065
31241,-834.2552317649786,900.5694562238467
31242,-1617.3824598979872,208.16624018974562
31243,447.87071757646186,-1273.2682585705527
31244,470.0445168883398,-1523.9549883433065
31245,61.93809413467237,1659.6526604251312
31246,-2946.938203231537,814.4086701772632
31247,-828.1189483765718,-1030.4785483633511
31248,-499.66045855245335,-1006.2666995714102
31249,-1260.1040304636563,-2002.7373407811456
31250,-1898.892902655899,642.7550111541201
31251,-479.07570486131334,668.9149397337637
31252,-2052.6947547840787,415.10797308497393
31253,-1775.978957937016,489.13500502400655
31254,-923.5103847186631,466.4259606400159
31255,-2481.962052989563,978.492647738285
31256,-276.7184401763835,-211.0605301609056
31257,-2256.0341078902416,341.74885421596565
31258,-2301.331649052671,-1063.874201870104
31259,-1928.381569337254,-343.75259342603863
31260,-2340.23434777719,-189.90994960644434
31261,-2053.08590707705,-595.6671397094958
31262,-355.6398425470696,5.231985716245127
31263,-290.2205511174567,510.9534986484922
31264,253.84868026828832,-360.3391013342791
31265,363.25593041670027,347.31479646722295
31266,-377.2782335264637,866.3945708023293
31267,-1341.8042857399219,1150.146306761428
31268,-456.4230317783731,2112.497721972016
31269,1812.120848742311,-1161.2781912639425
31270,-32.05591394711978,-329.3924624181428
31271,775.6805476381545,-616.1498071939328
31272,788.5325500265636,-1205.8057292724188
31273,-637.7264760323915,-2157.025259980492
31274,-291.54855859263284,48.21707581085942
31275,-2444.2745727179054,439.1528436098043
31276,-1040.6264073723517,650.6029897280923
31277,-1460.8625118525238,53.580499206832435
31278,-1642.789656665885,1651.749022427998
31279,-1759.7389167323108,67.0139447029863
31280,-359.9313181814267,1775.6468969372831
31281,8.662919362128497,1205.5830915821473
31282,-1161.491409832351,1652.194297808541
31283,-768.1680092204891,650.9926056854747
31284,-1617.885904175311,-478.5597147475669
31285,-2240.045794021533,1289.517500728386
31286,-369.90720380120285,1182.206134128132
31287,-272.0689885867906,-1501.372616643942
31288,486.9182756857461,-814.3530107541019
31289,-2296.9192411811423,-809.1210250386479
31290,-1339.0478585909025,-1081.2399416931091
31291,-1003.3086266819548,370.2716219648887
31292,-2259.2871664561067,-597.6708789203599
31293,-3269.3464976190467,557.7074135573132
31294,97.82170735439733,-1598.5386145076236
31295,-3662.680070837771,841.3478306724625
31296,-1551.966391370401,2925.236609473427
31297,-2710.368760450222,188.1288480866431
31298,-1022.5941603829339,847.5816859929531
31299,-1972.4911166466834,1651.3037470482452
31300,-3553.1503144752514,5203.154135147305
31301,-5569.1629753946945,4555.835051347754
31302,-4320.698607587493,4126.700903789897
31303,-4894.245267275494,5543.34452553295
31304,-4111.364334099719,2757.4791100264806
31305,-3040.9153783352995,4058.351132946862
31306,-4712.24978943207,2765.048791487811
31307,-2834.8547011912556,3614.745535536368
31308,-4694.8311155383235,5123.672479802546
31309,-5157.610250890086,6345.39680391239
31310,-4077.689688642877,6368.105848297172
31312,-3527.1979733126504,1188.885264829166
31313,-3387.042657208269,4823.342948308151
31314,-3874.9477315275194,655.3724484528836
31315,-4525.883691436464,7428.724488570288
31316,-4998.9148094804095,5384.715171377654
31317,-5348.868243989487,6730.003413461771
31318,-3658.6574258831533,5493.139726428475
31319,-4966.483577614747,5788.913897650385
31320,-5565.534313901509,4284.439707185688
31321,-897.9286217198713,-619.6006913895858
31322,-6337.930813702574,2155.13283961516
31323,-2508.780706691274,2847.4247368037295
31324,-1642.3724850440979,1498.1290162986752
31325,-4457.1915994264655,1647.9416224841314
31326,-5438.210559202853,1323.6847076361603
31400,-113.54363842153111,4327.405140603152
31401,-860.0530312968476,4418.244958901389
31402,-861.549664117791,5561.934772652055
31403,264.6385109299633,6539.51169609528
31404,-193.13798087540835,4896.915992493696
31405,-386.5143738072543,5772.104752051873
31406,-849.4621507211028,4972.076005532586
31407,-872.6684979461987,6525.7333328474315
31408,520.8301948654599,8617.080474265777
31411,-431.68621609472046,7071.97490536801
31412,1786.632226663973,6640.503062064276
31413,572.5493392285961,7906.309648803634
31414,-442.1452384311731,7758.366903770308
31415,-436.46320150185255,6560.01953711448
31416,-921.252917726416,7979.22349229289
31417,117.91293937871961,5588.150360654068
31418,871.3991980230749,5987.395398323987
31419,-54.56736334278084,3820.2401234460167
31420,-1369.6307546819692,4935.432312871163
31421,402.6435208448138,4921.948443349046
31500,1924.9324381947476,2367.4178770713734
31501,2758.999893455809,3991.671144778888
31502,2370.607497604895,4095.4203083395396
31503,811.6929069099815,1646.4057178670123
31504,2596.793129117454,3863.2091976241722
31505,1552.3696547911197,1465.178638172466
31506,916.5797494386081,1959.9909042924703
31507,901.9420715355649,3443.4258330482376
31508,2492.3842079018673,810.4011917563263
31509,450.54568352641655,1652.973529723306
31510,3806.5117114282257,3259.9723764533464
31511,2764.381185941672,3432.405267391254
31512,3089.217183615509,659.2302002168292
31513,1569.9622930518342,2264.7819019612893
31514,2223.9957656844003,3304.7225521520945
31515,1744.9539641627885,6073.44486552504
31516,2338.270128845633,2546.0846233305633
31517,2235.0447168684573,1124.0976970265244
31518,3394.571716709091,1980.8075283119194
31519,910.0396597345538,1205.9170481171593
31520,4413.373510244691,1649.7452832179245
31521,3754.99291463305,3909.517837153241
31522,1672.7348669763114,1885.8586109881692
31523,1305.4434734316112,1913.5709459186612
31524,3123.615142939869,1072.4457529364704
31525,3434.8175228272034,944.9856753867919
31526,3202.328057381658,2948.836204618505
31527,1219.0126680666096,1637.945485645386
31528,2221.0457283367205,4572.866834636539
31529,1799.2651205301706,2931.4704647947087
31600,332.92911989643176,582.1975594618963
31601,3982.8779518638717,-913.9277176259151
31602,-747.4932564629371,3672.4086972574323
31603,1501.1850775340426,878.138708951707
31604,656.7786122192275,177.88751434442463
31605,1782.2578824149193,-1414.8625202224605
31606,3177.326435678709,-1949.1929763257588
31607,3029.3783658794664,-1658.0672147087428
31608,2388.861960030208,-2071.6437058494644
31609,-15.958787378240622,-2127.9933387636784
31610,2258.2481205983354,-1208.700019242788
31611,2999.275398518414,291.3069393473949
31612,2283.334914585575,-335.1253829365107
31613,2387.4374655296765,-1532.0256046075506
31614,2727.8597066643956,241.8958502315105
31615,2124.537389012071,240.6713429362023
31616,1812.4743714305184,289.6516347461591
31617,3465.1952295782785,289.7629535908995
31618,1951.2327644420186,-874.409527643412
31619,2990.3893681172162,-818.0821920623969
31620,305.21918808728344,-65.4554808726659
31621,586.0147279129765,-274.5122718227076
31622,3052.8497049862785,-331.5075204737472
31623,1554.255559250921,-94.62101826821001
31624,1124.7088420298285,-40.52005958753947
31625,1823.2038828180255,-1850.6757984813523
31626,3405.125056407562,-1167.734684274705
31627,1796.7101455605741,852.6864867715699
31628,1485.3831175752284,-2110.138983442487
31629,2397.9510978743274,-870.7360057574874
31630,3426.1166896475306,-879.6415133596573
31631,2436.294534689336,-59.666900931136844
31632,3404.36851430985,-68.46108968777533
31633,-250.56925314194632,-1168.625235035001
31634,1773.7194936638002,-2538.069666488689
31635,2460.9950527066508,-2345.8220211371595
31636,650.571967409161,1060.0649330247525
31637,1209.3330173771565,210.72657362589345
31638,932.3577554627491,283.6404171143583
31639,1663.732119925616,207.05305173996874
31640,2601.443031220058,-181.449717384818
31641,1709.7916832437074,-315.9228821705432
31642,594.6698529972505,511.5972467311889
31643,1464.7111583213482,-1435.3451877068974
31644,2837.5418644702772,-1705.516024573656
31645,2119.4744593300848,570.151390531336
31646,-205.00537057100192,-1933.6083380225548
31647,2326.262791090281,-622.2723436696831
31648,1043.6506532373223,-3102.2310373795663
31649,-873.5983458566102,3804.9894416778247
31650,1455.5224809928118,-2328.4562813133634
31651,-470.49741326035814,3765.0005667433097
31652,1917.8811044698043,-2344.2635573068396
31653,128.0433274469788,541.454862184085
31654,903.488853408454,-2404.37573361852
31655,975.0041157596629,-78.1458292047099
31656,3832.9163838716586,459.19023571369775
31657,2131.053938378371,-542.7906883249245
31658,3745.785514584079,-0.22263769027176247
31659,2720.0722272102257,-1324.9168934452116
31660,2401.4650175758356,547.920497299106
31661,2423.4471764142136,237.31101020719137
31662,1491.9070458193646,509.39503481817184
31700,4765.494827986552,-4103.786503460843
31701,5456.55513304902,-3184.832156063746
31702,5386.8988923230745,-2205.2263198748933
31703,6534.45297023766,-83.15517723068326
31704,7016.716745022709,397.96487095144954
31705,6488.848961489871,-424.12479953188415
31706,6132.346305542714,-3586.6931865913925
31707,7419.901313215855,-876.6359045437569
31708,5436.444927875664,-140.9296577972785
31710,7884.5106099034865,80.81748148559815
31711,7776.798486347546,1186.9928444638338
31712,4162.254879813961,-371.3596669912623
31713,8400.490940985737,-44.86149454348852
31714,9470.299807332609,-668.4696643540112
31715,6339.022185501286,-1647.4075874720486
31716,4767.203956803103,-206.5211142191135
31717,6548.057223772807,295.91264260247453
31718,7095.585354105516,-2402.569821827859
31800,2036.2112595582366,-6075.788833626327
31801,2446.593637413394,-3911.8555328991174
31802,3018.258145676523,-3388.2116859177904
31803,3260.9945049585826,-3473.036645824325
31804,3853.562648128803,-3565.097330657178
31805,4493.282295126244,-2755.4753708156168
31806,3037.459752497047,-5910.919351794339
31807,2845.1923203050715,-3775.155991212256
31811,1277.3475295633712,-7379.771511851937
31812,3510.3728653856215,-3018.410482756848
31813,3555.089812316532,-5737.373272405862
31814,4099.432113755236,-6015.670384959236
31815,3972.8269832194087,-5741.826026206551
31816,1904.2166142940873,-6880.617810775984
31817,1505.9005562474163,-8162.899586578053
31818,1789.0952407977195,-8246.500039189279
31819,1087.014839808369,-8763.019480088238
31820,3420.1038757394454,-2722.8589492244196
31822,3324.1773865614796,-4765.114479988068
31823,3443.197503217424,-6909.894667016269
31824,2537.880827642464,-6808.717984141977
31825,3915.4924565580086,-4501.8433194126255
31900,-8242.414909745967,54.657552905163485
31901,-9080.348305952963,-1445.0299272230413
31902,-9033.135400472696,-2369.0876597464344
31903,-1892.5710485128723,-10969.692944948709
31904,-11571.843862945265,-1390.2766539863078
31905,-9739.103603760188,-1872.1603355708257
31906,-3367.383192474405,-9473.122392480356
31907,-2239.372414807615,-11095.92851520308
31908,-5474.675595911882,-7722.52223567294
31909,-3566.081324537392,-6054.409343026973
31910,-2287.960187970927,-8356.928333450174
31912,-3486.1381226925246,-6291.629801767523
31913,-3463.0718753649576,-8655.249839285298
31914,-2678.588084594762,-11160.048169935699
31915,-2159.558678089764,-8801.090525085952
31916,-2164.6820507140615,-7599.180955388938
31917,-4157.940962258967,-439.70943783508824
31918,-1544.8651757574698,-9513.197176688142
31919,-7808.085759641776,-2350.497412628121
31920,-7641.4436188931795,-1060.6459553647228
31921,-10349.243394335323,-1309.3322551420079
31923,-6933.065008075836,-4329.746477108929
31924,-5130.675245896174,-584.8692117427845
31925,-2456.980840832993,-5510.950741632024
32000,-6378.292552120003,10102.407823386877
32001,-18.35545664990919,9750.862910809237
32002,-6455.428927789463,9272.080558371397
32003,-6003.685941732648,9576.537599505204
32004,-14690.349430914177,22097.013374447684
32005,-15540.978984827772,21815.488015388924
32006,-566.8482175815814,9928.527787463388
32007,-11111.246096602368,20740.37061017157
32008,-6507.252487084538,10211.277653817451
32009,-10584.568952654172,21925.582353114813
32010,998.6697827529268,9291.783993940277
32011,1433.734978819347,9553.04932320566
32012,-559.106132691697,10827.527825537472
32013,-6277.043270874655,9541.694801013662
32014,-5466.681243998265,7119.174095656583
32015,-11600.9574499402,24738.94352334176
32016,-14287.055169688563,22438.094315593622
32017,-10927.07557799204,20690.054492221563
32018,-11637.434676036024,25124.997277876722
32019,-561.0344106619514,10290.202714937715
32020,-11176.957095123238,23365.71425115741
32021,-5984.782523405176,9422.69495568561
32022,-1877.7008616093417,14201.735213701751
32023,-11781.43724431174,22024.54480633897
32024,-85.19442965178713,10231.760321301888
32025,1009.6241810945197,8592.701647205933
32026,1419.8520538572202,8919.199819653708
32027,-6686.771908884874,10526.866579453772
32028,-6698.541964152417,10333.617064496417
32029,-6209.962957475743,8825.691989836067
32030,-15351.558219088078,22741.215530587382
32032,-10254.117713944914,19872.751532074722
32033,-13341.809444501216,22753.794560074683
32034,-649.4331289275983,10711.647547136381
32035,-751.8934853725037,11307.54563958927
32036,-237.04301214767733,11045.389759563595
32037,-12855.868324104102,24142.60847056224
32038,-13823.576135744892,23655.699842438582
32039,-7512.60192998512,11334.930075464223
32040,-5697.139881011577,7050.935643659079
32041,-15015.790094466325,22851.643824848274
32042,-15033.152600397863,22244.399525256515
32043,-88.65279001196733,11091.253123712122
32044,-10636.317821922577,20881.634224503858
32045,-12388.824646850035,24707.77424673615
32046,-6971.834298522568,7478.622646231356
32047,-10728.366846599922,20768.645596806815
32048,-6205.127952811877,9671.492574308428
32049,1977.0891260528936,9899.918844292337
32050,-1006.7790844925588,11114.407443476655
32052,-14871.259050514998,23096.990559275437
32053,-6494.074623275686,11306.432451138702
32054,-2449.860469178927,11339.939423490196
32055,-6117.454181194411,9135.381016685329
32056,-1372.3172449005554,10894.886681094122
32057,-7295.045272025515,13013.84089607769
32058,567.8716789013716,10359.776993076059
32059,2992.2572920318503,9444.290811619825
32061,2982.5318135722605,10051.089835831835
32062,-2436.511929751477,15648.368341777552
32063,-2156.553528216487,16372.441769220184
32064,-2209.2260893963385,15379.2550339382
32065,-2615.0175673928293,16192.661834510429
32066,-2118.838672712425,14941.104059934223
32067,-12291.462650407191,24881.654282659634
32068,-12492.679789344757,25401.847245444515
32069,-12281.860319265783,25104.62592923782
32070,-15657.242269565502,23135.61819849844
32071,-14686.9072305442,23283.56094353176
32072,-15526.90393261427,23192.390809459204
32073,-2353.2152550565997,16176.854558516954
32074,-8472.347649860825,18282.005236717912
32075,-7788.995750945807,16666.657476611777
32076,-7482.5509300084195,16830.296178793044
32077,-7858.972705087302,16915.455095234593
32078,-7843.760145057529,16181.307312318431
32079,-8899.284973609307,16800.240090637202
32080,-7838.6869459184,18377.62812459116
32081,-9204.342017742487,18298.591744626152
32082,1913.2663248769654,11429.10581835268
32083,-7991.512959464968,17001.615881281174
32084,-2442.8879451729626,16643.603343807346
32200,-18863.712214670362,3501.0889947693013
32201,-18457.38090187044,2918.7801164626653
32203,-17178.037834120863,2411.7227773895784
32204,-17258.93859515963,2574.693566500823
32205,-16872.969694480304,2964.086886385906
32206,-17010.405457046112,3796.0839340764464
32207,-17541.98498129523,3463.017949772379
32208,-18098.543807824797,3876.7900967173036
32210,-29358.92050113176,7203.887736718377
32212,-28876.28319522304,6986.8159889264625
32213,-28472.54264205245,6375.118935533218
32214,-29170.922366688512,6593.081234085429
32215,-27412.643632608295,5432.1326142277185
32216,-29085.782278910887,6882.064955760774
32217,-28988.80361486599,6404.173154084022
32218,-28624.383332806905,6932.269754866038
32219,-29924.529620044137,6401.278864113653
32220,-27497.082439525377,5970.363615035204
32221,-17717.939210158464,2813.361170226952
32222,-17090.01860080092,1940.9553817944043
32223,-27528.908545298793,8081.970786247714
32224,-29463.674327127846,6385.337896686381
32225,-28698.558032788005,7391.334256289223
32227,-17971.210717756723,2742.896341328313
32228,-27069.508986941444,5220.519874971101
32229,-17650.42623260618,3310.622450937573
32230,-16046.91877917907,2915.667374492187
32231,-17799.473239799405,-1670.895863771595
32232,-14366.583113339228,254.92015509935763
32233,-16695.78769093183,3416.59799139857
32234,-18006.211504346444,-2054.3892848711994
32235,-17945.77523187974,-3085.4244274598345
32400,15559.236861872241,1177.864699172183
32401,15443.999981059278,222.74900888791313
32402,7405.434690863758,7989.464826034317
32403,7165.074723497554,6419.757792387227
32404,5440.6426100686695,4274.977605359025
32405,17097.22295777176,-876.0793103184728
32406,590.5546644715218,-12821.370613035891
32407,1893.444900928514,-11027.356106669775
32408,6625.544875534828,6851.786229915452
32409,4122.938905147451,-6423.4313142723595
32410,5487.914735052453,6321.797208768103
32411,6119.287860138801,8648.917663941418
32412,2393.584706305935,8504.203165413475
32413,5874.184174528473,4615.390633434151
32414,3651.5096207492434,8314.40453465177
32415,1757.355947328441,-11244.31653561695
32416,2333.6103339647016,7116.279805686214
32417,6370.563826839878,8013.84365309416
32418,4744.505435842784,6405.1750236890575
32419,9503.009106415773,-1033.7067948695233
32420,5894.2173889576,7562.111779997052
32421,7559.18675780279,7158.803604484617
32422,5948.815008659526,7907.200199563929
32423,534.9638283095713,-12457.691946350698
32600,-14503.535530257357,-293.659113166305
32601,-12750.849810534759,-1676.9070814033955
32602,-13599.432290247358,-1050.8498970022567
32603,-13353.461166512685,-1158.495220138314
32604,-12912.11679695706,-1914.4614966789572
32605,-13045.884125401046,-1581.729468909902
32606,-11358.05766519392,-2195.7642180482303
32607,-13476.87528467373,-2013.7579064381287
32608,-13060.18523441288,-1377.6820259858337
32609,-12480.698086036266,-1356.8654019663845
32900,1048.7540086373774,7413.3898030481705
32901,1091.450009162712,7347.043771416001
